"","IE_8_12.1","IE_8_12.2","IE_8_12.3","IE_8_12.4","IE_8_12.5","IE_8_12.6","IE_8_12.7","IE_8_12.8","IE_8_12.9","IE_8_12.10","IE_8_12.11","IE_8_12.12"
"JUL 1973","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1973","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1973","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1973","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1973","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1973","_","_","_","_",892731,"_","_","_","_","_","_","_"
"ENE 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1974","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1974","_","_","_","_",970671,"_","_","_","_","_","_","_"
"ENE 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1975","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1975","_","_","_","_",779911,"_","_","_","_","_","_","_"
"ENE 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1976","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1976","_","_","_","_",816864,"_","_","_","_","_","_","_"
"ENE 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1977","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1977","_","_","_","_",412282,"_","_","_","_","_","_","_"
"ENE 1978","_","_","_","_",21853,"_","_","_","_","_","_","_"
"FEB 1978","_","_","_","_",23099,"_","_","_","_","_","_","_"
"MAR 1978","_","_","_","_",25066,"_","_","_","_","_","_","_"
"ABR 1978","_","_","_","_",40549,"_","_","_","_","_","_","_"
"MAY 1978","_","_","_","_",47844,"_","_","_","_","_","_","_"
"JUN 1978","_","_","_","_",75166,"_","_","_","_","_","_","_"
"JUL 1978","_","_","_","_",29873,"_","_","_","_","_","_","_"
"AGO 1978","_","_","_","_",25040,"_","_","_","_","_","_","_"
"SEP 1978","_","_","_","_",27186,"_","_","_","_","_","_","_"
"OCT 1978","_","_","_","_",44488,"_","_","_","_","_","_","_"
"NOV 1978","_","_","_","_",44543,"_","_","_","_","_","_","_"
"DIC 1978","_","_","_","_",50402,"_","_","_","_","_","_","_"
"ENE 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1979","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1979","_","_","_","_",501485,"_","_","_","_","_","_","_"
"ENE 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1980","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1980","_","_","_","_",506073,"_","_","_","_","_","_","_"
"ENE 1981","_","_","_","_",46229,"_","_","_","_","_","_","_"
"FEB 1981","_","_","_","_",64171,"_","_","_","_","_","_","_"
"MAR 1981","_","_","_","_",55586,"_","_","_","_","_","_","_"
"ABR 1981","_","_","_","_",69119,"_","_","_","_","_","_","_"
"MAY 1981","_","_","_","_",62945,"_","_","_","_","_","_","_"
"JUN 1981","_","_","_","_",121555,"_","_","_","_","_","_","_"
"JUL 1981","_","_","_","_",92673,"_","_","_","_","_","_","_"
"AGO 1981","_","_","_","_",83183,"_","_","_","_","_","_","_"
"SEP 1981","_","_","_","_",111497,"_","_","_","_","_","_","_"
"OCT 1981","_","_","_","_",123599,"_","_","_","_","_","_","_"
"NOV 1981","_","_","_","_",79307,"_","_","_","_","_","_","_"
"DIC 1981","_","_","_","_",144879,"_","_","_","_","_","_","_"
"ENE 1982","_","_","_","_",79446,"_","_","_","_","_","_","_"
"FEB 1982","_","_","_","_",92175,"_","_","_","_","_","_","_"
"MAR 1982","_","_","_","_",110823,"_","_","_","_","_","_","_"
"ABR 1982","_","_","_","_",64416,"_","_","_","_","_","_","_"
"MAY 1982","_","_","_","_",89838,"_","_","_","_","_","_","_"
"JUN 1982","_","_","_","_",97062,"_","_","_","_","_","_","_"
"JUL 1982","_","_","_","_",80147,"_","_","_","_","_","_","_"
"AGO 1982","_","_","_","_",64138,"_","_","_","_","_","_","_"
"SEP 1982","_","_","_","_",68369,"_","_","_","_","_","_","_"
"OCT 1982","_","_","_","_",70298,"_","_","_","_","_","_","_"
"NOV 1982","_","_","_","_",79072,"_","_","_","_","_","_","_"
"DIC 1982","_","_","_","_",140197,"_","_","_","_","_","_","_"
"ENE 1983","_","_","_","_",63711,"_","_","_","_","_","_","_"
"FEB 1983","_","_","_","_",82414,"_","_","_","_","_","_","_"
"MAR 1983","_","_","_","_",136981,"_","_","_","_","_","_","_"
"ABR 1983","_","_","_","_",119408,"_","_","_","_","_","_","_"
"MAY 1983","_","_","_","_",119964,"_","_","_","_","_","_","_"
"JUN 1983","_","_","_","_",92580,"_","_","_","_","_","_","_"
"JUL 1983","_","_","_","_",77511,"_","_","_","_","_","_","_"
"AGO 1983","_","_","_","_",78674,"_","_","_","_","_","_","_"
"SEP 1983","_","_","_","_",91895,"_","_","_","_","_","_","_"
"OCT 1983","_","_","_","_",127485,"_","_","_","_","_","_","_"
"NOV 1983","_","_","_","_",164435,"_","_","_","_","_","_","_"
"DIC 1983","_","_","_","_",157373,"_","_","_","_","_","_","_"
"ENE 1984","_","_","_","_",136817,"_","_","_","_","_","_","_"
"FEB 1984","_","_","_","_",176306,"_","_","_","_","_","_","_"
"MAR 1984","_","_","_","_",171622,"_","_","_","_","_","_","_"
"ABR 1984","_","_","_","_",151088,"_","_","_","_","_","_","_"
"MAY 1984","_","_","_","_",195399,"_","_","_","_","_","_","_"
"JUN 1984","_","_","_","_",184000,"_","_","_","_","_","_","_"
"JUL 1984","_","_","_","_",233186,"_","_","_","_","_","_","_"
"AGO 1984","_","_","_","_",185262,"_","_","_","_","_","_","_"
"SEP 1984","_","_","_","_",269265,"_","_","_","_","_","_","_"
"OCT 1984","_","_","_","_",425768,"_","_","_","_","_","_","_"
"NOV 1984","_","_","_","_",242567,"_","_","_","_","_","_","_"
"DIC 1984","_","_","_","_",277820,"_","_","_","_","_","_","_"
"ENE 1985",84.61,"_","_","_",439284,113934.5,"_","_","_","_","_","_"
"FEB 1985",82.85,"_","_","_",402084,70627.3,"_","_","_","_","_","_"
"MAR 1985",82.28,"_","_","_",281828,61422.2,"_","_","_","_","_","_"
"ABR 1985",80.29,"_","_","_",225139,135055.8,"_","_","_","_","_","_"
"MAY 1985",80.71,"_","_","_",198248,107524.7,"_","_","_","_","_","_"
"JUN 1985",78.27,"_","_","_",183212,79314.4,"_","_","_","_","_","_"
"JUL 1985",82.47,"_","_","_",211766,85490.4,"_","_","_","_","_","_"
"AGO 1985",81.42,"_","_","_",126010,74975.7,"_","_","_","_","_","_"
"SEP 1985",82.15,"_","_","_",223290,184266.7,"_","_","_","_","_","_"
"OCT 1985",91.52,"_","_","_",505812,231842.8,"_","_","_","_","_","_"
"NOV 1985",97.83,"_","_","_",483959,174947.4,"_","_","_","_","_","_"
"DIC 1985",100.00,"_","_","_",452394,240624.8,"_","_","_","_","_","_"
"ENE 1986",109.83,"_","_","_",622406,221500.0,"_","_","_","_","_","_"
"FEB 1986",129.52,"_","_","_",594107,171693.5,"_","_","_","_","_","_"
"MAR 1986",159.97,"_","_","_",1413449,221204.9,"_","_","_","_","_","_"
"ABR 1986",180.43,"_","_","_",1755563,194928.7,"_","_","_","_","_","_"
"MAY 1986",183.04,"_","_","_",1515245,282628.3,"_","_","_","_","_","_"
"JUN 1986",172.15,"_","_","_",920550,230929.9,"_","_","_","_","_","_"
"JUL 1986",174.79,"_","_","_",635312,284965.7,"_","_","_","_","_","_"
"AGO 1986",195.91,"_","_","_",936378,59601.8,"_","_","_","_","_","_"
"SEP 1986",197.91,"_","_","_",1286303,267964.9,"_","_","_","_","_","_"
"OCT 1986",183.00,"_","_","_",1481280,376938.6,"_","_","_","_","_","_"
"NOV 1986",191.52,"_","_","_",1030178,354889.2,"_","_","_","_","_","_"
"DIC 1986",208.31,"_","_","_",1430586,446449.2,"_","_","_","_","_","_"
"ENE 1987",245.10,2499.90,"_","_",2526673,150015.0,"_","_","_","_","_","_"
"FEB 1987",252.41,2612.40,"_","_",2668945,120438.6,"_","_","_","_","_","_"
"MAR 1987",225.29,2338.10,"_","_",1754809,228822.1,"_","_","_","_","_","_"
"ABR 1987",222.08,2327.20,"_","_",1565975,268914.5,"_","_","_","_","_","_"
"MAY 1987",228.85,2413.20,"_","_",1549914,209594.6,"_","_","_","_","_","_"
"JUN 1987",247.58,2604.70,"_","_",1987924,171772.9,"_","_","_","_","_","_"
"JUL 1987",287.91,3133.00,"_","_",3056440,157654.5,597067.5,"_","_","_","_","_"
"AGO 1987",312.96,3308.90,"_","_",2950186,70050.4,1262860.4,"_","_","_","_","_"
"SEP 1987",311.24,3324.40,"_","_",3903692,124288.7,1415092.6,"_","_","_","_","_"
"OCT 1987",222.68,2341.80,"_","_",3053070,147213.7,2109961.5,"_","_","_","_","_"
"NOV 1987",216.29,2300.00,"_","_",1664641,175792.4,1509565.3,"_","_","_","_","_"
"DIC 1987",227.18,2407.10,"_","_",1902546,167104.8,2243622.5,"_","_","_","_","_"
"ENE 1988",249.33,2670.70,"_","_",1447769,125100.1,2074592.0,"_","_","_","_","_"
"FEB 1988",254.12,2680.40,"_","_",1310767,141894.2,2243196.5,"_","_","_","_","_"
"MAR 1988",270.91,2826.80,"_","_",2151001,157876.3,5209445.6,"_","_","_","_","_"
"ABR 1988",270.59,2732.90,"_","_",1929221,126676.5,7567714.9,"_","_","_","_","_"
"MAY 1988",281.48,2859.80,"_","_",1567862,157458.0,6113641.2,"_","_","_","_","_"
"JUN 1988",297.63,2994.60,"_","_",2581713,146416.2,6294055.7,"_","_","_","_","_"
"JUL 1988",292.86,2916.00,"_","_",1381318,90107.9,4685791.6,"_","_","_","_","_"
"AGO 1988",282.75,2793.20,"_","_",1236688,94723.1,3612117.7,"_","_","_","_","_"
"SEP 1988",281.27,2793.50,"_","_",1330689,92477.1,3877329.6,"_","_","_","_","_"
"OCT 1988",290.31,2859.40,"_","_",1708611,133902.5,4377170.4,"_","_","_","_","_"
"NOV 1988",281.57,2788.20,"_","_",1509725,110130.1,2725027.6,"_","_","_","_","_"
"DIC 1988",274.43,2727.50,"_","_",1598705,122550.6,2569447.7,"_","_","_","_","_"
"ENE 1989",283.10,2816.70,"_","_",1940175,132633.2,5423206.4,"_","_","_","_","_"
"FEB 1989",269.46,2688.20,"_","_",1905670,111070.6,3546464.6,"_","_","_","_","_"
"MAR 1989",282.75,2819.10,"_","_",2026055,110154.7,3176192.7,"_","_","_","_","_"
"ABR 1989",297.21,2948.20,"_","_",2769484,138462.4,6855520.4,"_","_","_","_","_"
"MAY 1989",313.21,3100.60,"_","_",3128390,151898.6,5572186.8,"_","_","_","_","_"
"JUN 1989",309.56,3082.00,"_","_",3180285,121788.5,10063826.3,"_","_","_","_","_"
"JUL 1989",304.04,3052.30,"_","_",1420341,81422.1,6995660.7,"_","_","_","_","_"
"AGO 1989",320.20,3243.70,"_","_",2061233,128264.4,5257776.7,"_","_","_","_","_"
"SEP 1989",325.28,3335.10,"_","_",2655352,133169.9,5690584.7,"_","_","_","_","_"
"OCT 1989",307.94,3120.10,"_","_",2595649,226474.0,5898390.6,"_","_","_","_","_"
"NOV 1989",303.82,3073.20,"_","_",2129788,209066.9,7127241.8,"_","_","_","_","_"
"DIC 1989",296.60,3000.00,"_","_",2299996,560335.0,7854636.2,"_","_","_","_","_"
"ENE 1990",280.32,2841.60,"_","_",2297921,307415.3,5925845.6,"_","_","_","_","_"
"FEB 1990",273.14,2762.40,"_","_",2536966,253746.1,4731337.4,"_","_","_","_","_"
"MAR 1990",254.04,2484.50,"_","_",2597918,426007.6,6514881.8,"_","_","_","_","_"
"ABR 1990",272.22,2633.60,"_","_",2114538,213145.9,9894185.4,"_","_","_","_","_"
"MAY 1990",284.85,2765.00,"_","_",2464216,258587.9,6511972.5,"_","_","_","_","_"
"JUN 1990",295.80,2867.80,"_","_",3213831,402752.6,9189853.7,"_","_","_","_","_"
"JUL 1990",294.17,2834.50,"_","_",2874202,323248.3,7373541.8,"_","_","_","_","_"
"AGO 1990",257.72,2518.30,"_","_",1831140,131347.0,8379275.1,"_","_","_","_","_"
"SEP 1990",209.37,2060.70,"_","_",1189304,187645.0,5976538.4,"_","_","_","_","_"
"OCT 1990",232.12,2303.20,"_","_",1739055,202465.3,9007191.8,"_","_","_","_","_"
"NOV 1990",228.77,2289.20,"_","_",1620561,331002.6,6753026.8,"_","_","_","_","_"
"DIC 1990",223.25,2248.80,"_","_",2303760,488931.8,8202913.3,"_","_","_","_","_"
"ENE 1991",231.18,2333.70,"_","_",1737130,290940.9,12954092.8,"_","_","_","_","_"
"FEB 1991",264.13,2622.80,"_","_",2714250,277150.1,19674894.5,"_","_","_","_","_"
"MAR 1991",284.29,2789.00,"_","_",2940488,329286.1,20070054.0,"_","_","_","_","_"
"ABR 1991",275.74,2755.30,"_","_",2349157,348156.2,20424573.0,"_","_","_","_","_"
"MAY 1991",284.22,2862.30,"_","_",2553893,384683.2,23647500.4,"_","_","_","_","_"
"JUN 1991",274.80,2752.80,"_","_",2213314,358474.7,20681788.1,"_","_","_","_","_"
"JUL 1991",269.35,2708.40,"_","_",3203715,326518.4,13404511.2,"_","_","_","_","_"
"AGO 1991",273.17,2766.18,"_","_",2055759,136604.0,11557118.7,"_","_","_","_","_"
"SEP 1991",274.40,2830.47,"_","_",1768904,260413.1,19912961.4,"_","_","_","_","_"
"OCT 1991",263.77,2765.08,"_","_",1843538,323574.7,22002428.1,"_","_","_","_","_"
"NOV 1991",246.42,2610.56,"_","_",2302694,274016.4,19650589.6,"_","_","_","_","_"
"DIC 1991",246.24,2603.30,100.00,"_",2795086,493274.6,18958151.5,"_","_","_","_","_"
"ENE 1992",255.03,2711.79,105.59,"_",2200612,717744.9,38665134.1,"_","_","_","_","_"
"FEB 1992",266.51,2857.18,109.35,"_",2370295,713799.8,33173428.1,"_","_","_","_","_"
"MAR 1992",255.47,2750.42,107.44,"_",2342503,438762.9,36887815.1,"_","_","_","_","_"
"ABR 1992",248.73,2681.59,109.32,"_",2315854,491574.4,33742887.0,"_","_","_","_","_"
"MAY 1992",261.06,2813.89,110.66,"_",2563877,457441.1,27761776.8,"_","_","_","_","_"
"JUN 1992",238.31,2553.82,104.79,"_",1888201,751863.1,39663433.2,"_","_","_","_","_"
"JUL 1992",216.32,2289.85,97.43,"_",2085921,620064.1,34912336.4,"_","_","_","_","_"
"AGO 1992",204.97,2160.96,93.49,"_",1309899,286760.3,26984043.1,"_","_","_","_","_"
"SEP 1992",192.95,2032.13,94.42,"_",2218993,599111.1,47062192.7,"_","_","_","_","_"
"OCT 1992",198.47,2110.77,96.12,"_",2374157,861703.4,44087771.8,"_","_","_","_","_"
"NOV 1992",213.86,2342.73,98.54,"_",2267839,455733.6,36265491.1,"_","_","_","_","_"
"DIC 1992",214.25,2344.57,99.95,"_",2851158,886066.7,26940403.6,"_","_","_","_","_"
"ENE 1993",229.95,2529.30,102.02,"_",2274057,786248.1,51793083.6,"_","_","_","_","_"
"FEB 1993",232.89,2576.04,109.85,"_",2272810,886072.5,57285931.5,"_","_","_","_","_"
"MAR 1993",241.29,2658.49,111.57,"_",2939183,785536.6,57779140.1,"_","_","_","_","_"
"ABR 1993",244.37,2686.00,109.71,"_",2272905,570618.3,65709110.1,"_","_","_","_","_"
"MAY 1993",257.19,2814.40,110.04,"_",3756651,693417.9,122994620.9,"_","_","_","_","_"
"JUN 1993",259.84,2854.60,113.87,"_",2876701,998061.8,142444117.9,"_","_","_","_","_"
"JUL 1993",269.96,2981.16,121.29,"_",3327770,1021949.9,160945524.3,"_","_","_","_","_"
"AGO 1993",303.12,3360.20,129.10,"_",3315269,721910.2,176750928.6,"_","_","_","_","_"
"SEP 1993",287.27,3177.33,125.39,"_",3004172,894854.4,164881450.4,"_","_","_","_","_"
"OCT 1993",308.20,3449.63,131.23,"_",3749034,1944752.4,134010109.0,"_","_","_","_","_"
"NOV 1993",292.94,3280.10,127.70,"_",4895676,2123910.2,110497397.6,"_","_","_","_","_"
"DIC 1993",322.77,3615.22,138.41,"_",4567739,2315414.2,112474012.2,"_","_","_","_","_"
"ENE 1994",358.31,3980.53,142.75,1456.88,5255279,3390260.5,180007903.3,4406020.0,"_","_","_","_"
"FEB 1994",339.46,3739.68,137.71,1396.06,4861025,2941654.8,167091347.8,3667375.8,"_","_","_","_"
"MAR 1994",319.48,3489.08,135.35,1365.74,5242637,3043943.5,159176980.0,3002055.5,"_","_","_","_"
"ABR 1994",325.22,3520.73,140.79,1427.37,4021564,2393364.0,145997199.3,2358972.5,"_","_","_","_"
"MAY 1994",327.00,3512.59,133.57,1358.74,6216543,2011791.9,123653396.3,1985143.0,"_","_","_","_"
"JUN 1994",300.14,3200.71,126.73,1284.60,5716195,2841152.5,138600483.2,2509225.5,"_","_","_","_"
"JUL 1994",313.70,3364.16,134.50,1373.60,4848509,2315601.2,110489055.6,1558424.5,"_","_","_","_"
"AGO 1994",312.02,3337.01,136.11,1397.12,3526819,1957248.6,106296641.5,1161155.4,"_","_","_","_"
"SEP 1994",297.46,3176.63,127.35,1302.53,3646186,2139140.2,117429573.4,1330640.8,"_","_","_","_"
"OCT 1994",296.30,3194.52,128.25,1327.67,3491971,1869039.2,94489999.2,1765172.5,"_","_","_","_"
"NOV 1994",301.56,3287.09,128.32,1323.35,3535095,2031506.8,79812394.1,1781399.9,"_","_","_","_"
"DIC 1994",285.01,3087.68,127.33,1320.59,4716371,2577139.8,95389948.7,2349356.3,"_","_","_","_"
"ENE 1995",281.45,3040.06,124.01,1296.71,3706097,2277058.0,93790571.3,2068936.3,151196,750238,1652904,2090651
"FEB 1995",278.88,3024.54,124.70,1312.78,3720945,1849900.8,85102694.9,1497669.3,203190,795824,1603522,2152715
"MAR 1995",268.85,2931.70,122.12,1300.13,4033999,2438510.8,106040724.6,1524772.6,241254,991962,2207262,2994962
"ABR 1995",284.04,3091.86,127.21,1346.68,4608723,1739799.0,84902690.1,994858.6,176557,589975,1241657,1868950
"MAY 1995",294.84,3226.49,130.79,1377.67,4245336,2253134.2,99209693.1,1164424.0,205778,847965,1683308,2345550
"JUN 1995",293.70,3219.05,129.18,1362.52,3299698,2679228.2,105025338.7,947400.0,149236,450874,1682858,2112508
"JUL 1995",307.21,3373.39,134.95,1435.52,4160960,2947248.5,89733938.0,1064502.3,103690,362307,1032372,2030570
"AGO 1995",310.77,3432.75,134.31,1432.86,3582588,2380681.8,75186301.7,943078.0,121039,390168,845026,1987454
"SEP 1995",305.84,3376.77,132.52,1419.60,2989567,2567821.8,97849266.5,1083698.0,116175,569719,1427798,2170365
"OCT 1995",296.21,3277.33,130.89,1407.17,5500942,2919102.5,82962442.3,1013529.4,156463,733428,952435,2436882
"NOV 1995",311.80,3510.12,133.94,1455.10,4024187,3260252.2,110209704.8,1364492.1,212739,578687,1185675,2323512
"DIC 1995",320.07,3630.76,138.37,1506.82,4430882,4517612.0,121056267.5,1992707.8,133541,315360,889136,2101101
"ENE 1996",330.34,3734.49,147.51,1611.05,7301371,5571212.0,146381533.0,2151623.5,288116,630438,1788106,3344401
"FEB 1996",345.55,3915.52,146.84,1595.64,7164225,7561613.5,123000360.2,1147933.1,268149,685612,1721608,2713485
"MAR 1996",341.64,3857.12,147.54,1612.24,6858625,8552049.0,112431147.3,1123892.6,217255,778876,1459304,3067924
"ABR 1996",358.41,4082.90,152.79,1671.13,6161209,16114086.0,133421031.5,1526570.8,299362,708871,1430395,2058323
"MAY 1996",360.72,4111.66,153.16,1673.76,5485360,8649711.0,117670846.0,1063791.4,264244,514947,1375569,2036969
"JUN 1996",373.27,4264.10,153.04,1665.90,5417805,2802099.2,127324056.3,1304196.3,255557,528281,1522247,1958502
"JUL 1996",350.60,3979.35,146.20,1590.93,6111270,4716065.0,137091245.9,1099852.1,289507,731455,1642845,2266041
"AGO 1996",353.97,4025.47,147.58,1601.43,3497838,5056761.0,96527236.7,570961.5,226948,355517,1264674,1678257
"SEP 1996",368.27,4215.57,154.99,1694.51,4788701,4745189.0,144394716.4,1123892.6,278592,707159,1946582,2306622
"OCT 1996",375.73,4306.74,154.69,1700.54,7320320,5321965.0,165832158.7,1466469.6,320894,899345,2474703,2456448
"NOV 1996",404.18,4667.80,164.44,1817.95,7691067,4186308.5,151079447.8,1256115.3,234766,744154,1864690,2184509
"DIC 1996",444.77,5154.77,167.75,1850.32,9346925,4794195.5,153043443.0,1093842.0,115791,744060,1411452,2722364
"ENE 1997",465.59,5327.42,181.38,2005.36,13756990,4090761.0,188729961.9,2049950.0,208474,81238,2263807,420968
"FEB 1997",465.18,5305.43,187.24,2077.22,13681669,3721076.2,140121368.4,1646773.1,186877,57218,2022416,325469
"MAR 1997",473.06,5424.28,191.87,2137.28,10132229,3477485.5,163394880.4,1581172.8,251551,112681,2106564,356599
"ABR 1997",513.35,5909.33,194.63,2164.68,12436361,4394156.0,164063634.0,1840761.9,299111,106392,2132478,365880
"MAY 1997",547.47,6300.82,198.08,2220.86,13941351,4027317.8,146470785.6,2042930.3,292981,131820,1931091,385610
"JUN 1997",600.62,6884.56,212.64,2398.41,15226352,5300353.0,201445118.2,1813043.1,239483,99186,2525828,505937
"JUL 1997",598.70,6810.89,235.14,2674.83,14776485,5941081.5,185562559.2,1342606.9,208513,106263,1622355,483998
"AGO 1997",574.82,6532.33,214.29,2407.58,8189557,4155485.8,156268167.5,690791.3,135659,87663,1621089,417770
"SEP 1997",635.04,7269.72,230.84,2581.36,12238356,4995592.0,209798718.8,1556621.4,150471,135980,2303987,559536
